Ensembl ID	Gene ID	Symbol	Family	Type	Alias
ENSG00000164438	30012.0	TLX3		ChroRemod	Homeobox
ENSG00000164778	2020.0	EN2		ChroRemod	Homeobox
ENSG00000164853	340260.0	UNCX		ChroRemod	Homeobox
ENSG00000164900	2636.0	GBX1		ChroRemod	Homeobox
ENSG00000165066	157848.0	NKX6-3		ChroRemod	Homeobox
ENSG00000165156	11244.0	ZHX1		ChroRemod	Homeobox
ENSG00000165259	139324.0	HDX		ChroRemod	Homeobox
ENSG00000165462	401.0	PHOX2A		ChroRemod	Homeobox
ENSG00000165495	63876.0	PKNOX2		ChroRemod	Homeobox
ENSG00000165556	1045.0	CDX2		ChroRemod	Homeobox
ENSG00000165606	644168.0	DRGX		ChroRemod	Homeobox
ENSG00000167034	4824.0	NKX3-1		ChroRemod	Homeobox
ENSG00000167081	5090.0	PBX3		ChroRemod	Homeobox
ENSG00000167157	51450.0	PRRX2		ChroRemod	Homeobox
ENSG00000168505	2637.0	GBX2		ChroRemod	Homeobox
ENSG00000168779	6474.0	SHOX2		ChroRemod	Homeobox
ENSG00000169840	219409.0	GSX1		ChroRemod	Homeobox
ENSG00000170166	3233.0	HOXD4		ChroRemod	Homeobox
ENSG00000170178	3238.0	HOXD12		ChroRemod	Homeobox
ENSG00000170370	2018.0	EMX2		ChroRemod	Homeobox
ENSG00000170549	79192.0	IRX1		ChroRemod	Homeobox
ENSG00000170561	153572.0	IRX2		ChroRemod	Homeobox
ENSG00000170577	10736.0	SIX2		ChroRemod	Homeobox
ENSG00000170689	3219.0	HOXB9		ChroRemod	Homeobox
ENSG00000171476	84525.0	HOPX		ChroRemod	Homeobox
ENSG00000171540	23440.0	OTP		ChroRemod	Homeobox
ENSG00000172292	253782.0	LASS6		ChroRemod	Homeobox
ENSG00000172789	3222.0	HOXC5		ChroRemod	Homeobox
ENSG00000173917	3212.0	HOXB2		ChroRemod	Homeobox
ENSG00000173976	84839.0	RAX2		ChroRemod	Homeobox
ENSG00000174279	344191.0	EVX2		ChroRemod	Homeobox
ENSG00000174306	23051.0	ZHX3		ChroRemod	Homeobox
ENSG00000175325	5626.0	PROP1		ChroRemod	Homeobox
ENSG00000175329	91464.0	ISX		ChroRemod	Homeobox
ENSG00000175879	3234.0	HOXD8		ChroRemod	Homeobox
ENSG00000176654				ChroRemod	Homeobox
ENSG00000176679	90655.0	TGIF2LY		ChroRemod	Homeobox
ENSG00000176842	10265.0	IRX5		ChroRemod	Homeobox
ENSG00000177045	147912.0	SIX5		ChroRemod	Homeobox
ENSG00000177426	7050.0	TGIF1		ChroRemod	Homeobox
ENSG00000177508	79191.0	IRX3		ChroRemod	Homeobox
ENSG00000178764	22882.0	ZHX2		ChroRemod	Homeobox
ENSG00000179528	85474.0	LBX2		ChroRemod	Homeobox
ENSG00000180053	137814.0	NKX2-6		ChroRemod	Homeobox
ENSG00000180318	8092.0	ALX1		ChroRemod	Homeobox
ENSG00000180613	170825.0	GSX2		ChroRemod	Homeobox
ENSG00000180806	3225.0	HOXC9		ChroRemod	Homeobox
ENSG00000180818	3226.0	HOXC10		ChroRemod	Homeobox
ENSG00000182742	3214.0	HOXB4		ChroRemod	Homeobox
ENSG00000183072	1482.0	NKX2-5		ChroRemod	Homeobox
ENSG00000184302	4990.0	SIX6		ChroRemod	Homeobox
ENSG00000185155	83881.0	MIXL1		ChroRemod	Homeobox
ENSG00000185610	440097.0	DBX2		ChroRemod	Homeobox
ENSG00000185630	5087.0	PBX1		ChroRemod	Homeobox
ENSG00000185960	6473.0	SHOX		ChroRemod	Homeobox
ENSG00000186103	503582.0	ARGFX		ChroRemod	Homeobox
ENSG00000188620	340784.0	HMX3		ChroRemod	Homeobox
ENSG00000188816	3167.0	HMX2		ChroRemod	Homeobox
ENSG00000188909	390259.0	BSX		ChroRemod	Homeobox
ENSG00000197576	3201.0	HOXA4		ChroRemod	Homeobox
ENSG00000197587	127343.0	DMBX1		ChroRemod	Homeobox
ENSG00000197757	3223.0	HOXC6		ChroRemod	Homeobox
ENSG00000198353	3221.0	HOXC4		ChroRemod	Homeobox
ENSG00000203989	727940.0	RHOXF2B		ChroRemod	Homeobox
ENSG00000204304	5089.0	PBX2		ChroRemod	Homeobox
ENSG00000204527	503835.0	DUXA		ChroRemod	Homeobox
ENSG00000204595	503834.0	DPRX		ChroRemod	Homeobox
ENSG00000206315				ChroRemod	Homeobox
ENSG00000213921	342900.0	LEUTX		ChroRemod	Homeobox
ENSG00000214325				ChroRemod	Homeobox
ENSG00000214513	344022.0	NOTO		ChroRemod	Homeobox
ENSG00000215271	57594.0	HOMEZ		ChroRemod	Homeobox
ENSG00000215612	3166.0	HMX1		ChroRemod	Homeobox
ENSG00000224952				ChroRemod	Homeobox
ENSG00000225987				ChroRemod	Homeobox
ENSG00000227059				ChroRemod	Homeobox
ENSG00000227476	653545.0	DUX4L5		ChroRemod	Homeobox
ENSG00000227904	728410.0	DUX4L2		ChroRemod	Homeobox
ENSG00000228114	653548.0	DUX4L3		ChroRemod	Homeobox
ENSG00000228188	653544.0	DUX4L6		ChroRemod	Homeobox
ENSG00000232005				ChroRemod	Homeobox
ENSG00000235608	54729.0	NKX1-1		ChroRemod	Homeobox
ENSG00000236353				ChroRemod	Homeobox
ENSG00000237344				ChroRemod	Homeobox
ENSG00000253293				ChroRemod	Homeobox
ENSG00000135100	6927.0	HNF1A		ChroRemod	Homeobox
ENSG00000025156				ChroRemod	HSF
ENSG00000102878	3299.0	HSF4		ChroRemod	HSF
ENSG00000169953	159119.0	HSFY2		ChroRemod	HSF
ENSG00000171116	51402.0	HSFX1		ChroRemod	HSF
ENSG00000171129	100130086.0	HSFX2		ChroRemod	HSF
ENSG00000172468	86614.0	HSFY1		ChroRemod	HSF
ENSG00000176160				ChroRemod	HSF
ENSG00000185122	3297.0	HSF1		ChroRemod	HSF
ENSG00000178177	254251.0	LCORL		ChroRemod	HTH
ENSG00000196233	84458.0	LCOR		ChroRemod	HTH
ENSG00000117595	3664.0	IRF6		ChroRemod	IRF
ENSG00000125347	3659.0	IRF1		ChroRemod	IRF
ENSG00000126456	3661.0	IRF3		ChroRemod	IRF
ENSG00000128604	3663.0	IRF5		ChroRemod	IRF
ENSG00000137265	3662.0	IRF4		ChroRemod	IRF
ENSG00000140968	3394.0	IRF8		ChroRemod	IRF
ENSG00000168310	3660.0	IRF2		ChroRemod	IRF
ENSG00000185507	3665.0	IRF7		ChroRemod	IRF
ENSG00000213928	10379.0	IRF9		ChroRemod	IRF
ENSG00000071655	53615.0	MBD3		ChroRemod	MBD
ENSG00000123636	29994.0	BAZ2B		ChroRemod	MBD
ENSG00000129071	8930.0	MBD4		ChroRemod	MBD
ENSG00000136169	83852.0	SETDB2		ChroRemod	MBD
ENSG00000141644	4152.0	MBD1		ChroRemod	MBD
ENSG00000169057	4204.0	MECP2		ChroRemod	MBD
ENSG00000143379	9869.0	SETDB1		ChroRemod	MBD
ENSG00000134046	8932.0	MBD2		ChroRemod	MBD
ENSG00000076108	11176.0	BAZ2A		ChroRemod	MBD
ENSG00000101665	4092.0	SMAD7		ChroRemod	MH1
ENSG00000113658	4090.0	SMAD5		ChroRemod	MH1
ENSG00000120693	4093.0	SMAD9		ChroRemod	MH1
ENSG00000137834	4091.0	SMAD6		ChroRemod	MH1
ENSG00000141646	4089.0	SMAD4		ChroRemod	MH1
ENSG00000166949	4088.0	SMAD3		ChroRemod	MH1
ENSG00000170365	4086.0	SMAD1		ChroRemod	MH1
ENSG00000175387	4087.0	SMAD2		ChroRemod	MH1
ENSG00000036549	26009.0	ZZZ3		ChroRemod	MYB
ENSG00000089902	23186.0	RCOR1		ChroRemod	MYB
ENSG00000096401	988.0	CDC5L		ChroRemod	MYB
ENSG00000101057	4605.0	MYBL2		ChroRemod	MYB
ENSG00000105821	27000.0	DNAJC2		ChroRemod	MYB
ENSG00000108264	6871.0	TADA2A		ChroRemod	MYB
ENSG00000117625	55758.0	RCOR3		ChroRemod	MYB
ENSG00000118513	4602.0	MYB		ChroRemod	MYB
ENSG00000132604	7014.0	TERF2		ChroRemod	MYB
ENSG00000135164	9988.0	DMTF1		ChroRemod	MYB
ENSG00000136770	64215.0	DNAJC1		ChroRemod	MYB
ENSG00000141027	9611.0	NCOR1		ChroRemod	MYB
ENSG00000147601	7013.0	TERF1		ChroRemod	MYB
ENSG00000155545	166968.0	MIER3		ChroRemod	MYB
ENSG00000162601	114803.0	MYSM1		ChroRemod	MYB
ENSG00000165684	6621.0	SNAPC4		ChroRemod	MYB
ENSG00000167771	283248.0	RCOR2		ChroRemod	MYB
ENSG00000173011	93624.0	TADA2B		ChroRemod	MYB
ENSG00000185697	4603.0	MYBL1		ChroRemod	MYB
ENSG00000187589	646359.0	TERF1P2		ChroRemod	MYB
ENSG00000196498	9612.0	NCOR2		ChroRemod	MYB
ENSG00000249961	283847.0	CCDC79		ChroRemod	MYB
ENSG00000173473	6599.0	SMARCC1		ChroRemod	MYB
ENSG00000139613	6601.0	SMARCC2		ChroRemod	MYB
ENSG00000125482	7270.0	TTF1		ChroRemod	MYB
ENSG00000124920	745.0	C11orf9		ChroRemod	NDT80/PhoG
ENSG00000001167	4800.0	NFYA		ChroRemod	NF-YA
ENSG00000066136	4802.0	NFYC		ChroRemod	NF-YB/C
ENSG00000120837	4801.0	NFYB		ChroRemod	NF-YB/C
ENSG00000106459	4899.0	NRF1		ChroRemod	Nrf1
ENSG00000119508	8013.0	NR4A3		ChroRemod	Nuclear orphan receptor
ENSG00000123358	3164.0	NR4A1		ChroRemod	Nuclear orphan receptor
ENSG00000153234	4929.0	NR4A2		ChroRemod	Nuclear orphan receptor
ENSG00000091831	2099.0	ESR1		ChroRemod	Oestrogen receptor
ENSG00000131910	8431.0	NR0B2		ChroRemod	Other nuclear receptor
ENSG00000169297	190.0	NR0B1		ChroRemod	Other nuclear receptor
ENSG00000138073	10113.0	PREB		ChroRemod	Others
ENSG00000145088	55840.0	EAF2		ChroRemod	Others
ENSG00000164299	84654.0	SPZ1		ChroRemod	Others
ENSG00000073282	8626.0	TP63		ChroRemod	P53
ENSG00000078900	7161.0	TP73		ChroRemod	P53
ENSG00000141510	7157.0	TP53		ChroRemod	P53
ENSG00000007372	5080.0	PAX6		ChroRemod	PAX
ENSG00000009709	5081.0	PAX7		ChroRemod	PAX
ENSG00000075891	5076.0	PAX2		ChroRemod	PAX
ENSG00000106331	5078.0	PAX4		ChroRemod	PAX
ENSG00000125618	7849.0	PAX8		ChroRemod	PAX
ENSG00000125813	5075.0	PAX1		ChroRemod	PAX
ENSG00000135903	5077.0	PAX3		ChroRemod	PAX
ENSG00000196092	5079.0	PAX5		ChroRemod	PAX
ENSG00000198807	5083.0	PAX9		ChroRemod	PAX
ENSG00000113387	10923.0	SUB1		ChroRemod	PC4
ENSG00000028277	5452.0	POU2F2		ChroRemod	POU
ENSG00000064835	5449.0	POU1F1		ChroRemod	POU
ENSG00000091010	5459.0	POU4F3		ChroRemod	POU
ENSG00000106536	11281.0	POU6F2		ChroRemod	POU
ENSG00000137709	25833.0	POU2F3		ChroRemod	POU
ENSG00000143190	5451.0	POU2F1		ChroRemod	POU
ENSG00000151615	5458.0	POU4F2		ChroRemod	POU
ENSG00000152192	5457.0	POU4F1		ChroRemod	POU
ENSG00000184271	5463.0	POU6F1		ChroRemod	POU
ENSG00000184486	5454.0	POU3F2		ChroRemod	POU
ENSG00000185668	5453.0	POU3F1		ChroRemod	POU
ENSG00000196767	5456.0	POU3F4		ChroRemod	POU
ENSG00000198914	5455.0	POU3F3		ChroRemod	POU
ENSG00000204531	5460.0	POU5F1		ChroRemod	POU
ENSG00000206454				ChroRemod	POU
ENSG00000212993	5462.0	POU5F1B		ChroRemod	POU
ENSG00000229094				ChroRemod	POU
ENSG00000230336				ChroRemod	POU
ENSG00000233911				ChroRemod	POU
ENSG00000235068				ChroRemod	POU
ENSG00000237582				ChroRemod	POU
ENSG00000112033	5467.0	PPARD		ChroRemod	PPAR receptor
ENSG00000132170	5468.0	PPARG		ChroRemod	PPAR receptor
ENSG00000186951	5465.0	PPARA		ChroRemod	PPAR receptor
ENSG00000082175	5241.0	PGR		ChroRemod	Progesterone receptor
ENSG00000117707	5629.0	PROX1		ChroRemod	Prox1
ENSG00000119608	283571.0	PROX2		ChroRemod	Prox1
ENSG00000112333	7101.0	NR2E1		ChroRemod	Retinoic acid receptor
ENSG00000116833	2494.0	NR5A2		ChroRemod	Retinoic acid receptor
ENSG00000120798	7181.0	NR2C1		ChroRemod	Retinoic acid receptor
ENSG00000136931	2516.0	NR5A1		ChroRemod	Retinoic acid receptor
ENSG00000148200	2649.0	NR6A1		ChroRemod	Retinoic acid receptor
ENSG00000173153	2101.0	ESRRA		ChroRemod	Retinoic acid receptor
ENSG00000177463	7182.0	NR2C2		ChroRemod	Retinoic acid receptor
ENSG00000080298	5991.0	RFX3		ChroRemod	RFX
ENSG00000087903	5990.0	RFX2		ChroRemod	RFX
ENSG00000111783	5992.0	RFX4		ChroRemod	RFX
ENSG00000132005	5989.0	RFX1		ChroRemod	RFX
ENSG00000143390	5993.0	RFX5		ChroRemod	RFX
ENSG00000181827	64864.0	RFX7		ChroRemod	RFX
ENSG00000185002	222546.0	RFX6		ChroRemod	RFX
ENSG00000196460	731220.0	RFX8		ChroRemod	RFX
ENSG00000072736	4775.0	NFATC3		ChroRemod	RHD
ENSG00000077150	4791.0	NFKB2		ChroRemod	RHD
ENSG00000100968	4776.0	NFATC4		ChroRemod	RHD
ENSG00000101096	4773.0	NFATC2		ChroRemod	RHD
ENSG00000102908	10725.0	NFAT5		ChroRemod	RHD
ENSG00000104856	5971.0	RELB		ChroRemod	RHD
ENSG00000109320	4790.0	NFKB1		ChroRemod	RHD
ENSG00000131196	4772.0	NFATC1		ChroRemod	RHD
ENSG00000162924	5966.0	REL		ChroRemod	RHD
ENSG00000173039	5970.0	RELA		ChroRemod	RHD
ENSG00000069667	6095.0	RORA		ChroRemod	ROR receptor
ENSG00000143365	6097.0	RORC		ChroRemod	ROR receptor
ENSG00000174738	9975.0	NR1D2		ChroRemod	ROR receptor
ENSG00000198963	6096.0	RORB		ChroRemod	ROR receptor
ENSG00000020633	864.0	RUNX3		ChroRemod	Runt
ENSG00000124813				ChroRemod	Runt
ENSG00000159216	861.0	RUNX1		ChroRemod	Runt
ENSG00000067066	6672.0	SP100		ChroRemod	SAND
ENSG00000079263	11262.0	SP140		ChroRemod	SAND
ENSG00000101216	26205.0	GMEB2		ChroRemod	SAND
ENSG00000135899	3431.0	SP110		ChroRemod	SAND
ENSG00000160224	326.0	AIRE		ChroRemod	SAND
ENSG00000162419	10691.0	GMEB1		ChroRemod	SAND
ENSG00000177030	10522.0	DEAF1		ChroRemod	SAND
ENSG00000185404	93349.0	SP140L		ChroRemod	SAND
ENSG00000064489	4207.0	LOC729991-MEF2B		ChroRemod	SRF
ENSG00000068305	4205.0	MEF2A		ChroRemod	SRF
ENSG00000081189				ChroRemod	SRF
ENSG00000112658	6722.0	SRF		ChroRemod	SRF
ENSG00000116604	4209.0	MEF2D		ChroRemod	SRF
ENSG00000213999	100271849.0	MEF2B		ChroRemod	SRF
ENSG00000115415	6772.0	STAT1		ChroRemod	STAT
ENSG00000126561	6776.0	STAT5A		ChroRemod	STAT
ENSG00000138378	6775.0	STAT4		ChroRemod	STAT
ENSG00000166888	6778.0	STAT6		ChroRemod	STAT
ENSG00000168610	6774.0	STAT3		ChroRemod	STAT
ENSG00000170581	6773.0	STAT2		ChroRemod	STAT
ENSG00000173757	6777.0	STAT5B		ChroRemod	STAT
ENSG00000073861	30009.0	TBX21		ChroRemod	T-box
ENSG00000089225	6910.0	TBX5		ChroRemod	T-box
ENSG00000092607	6913.0	TBX15		ChroRemod	T-box
ENSG00000112837	9096.0	TBX18		ChroRemod	T-box
ENSG00000121068	6909.0	TBX2		ChroRemod	T-box
ENSG00000121075	9496.0	TBX4		ChroRemod	T-box
ENSG00000122145	50945.0	TBX22		ChroRemod	T-box
ENSG00000135111	6926.0	TBX3		ChroRemod	T-box
ENSG00000136535	10716.0	TBR1		ChroRemod	T-box
ENSG00000143178	9095.0	TBX19		ChroRemod	T-box
ENSG00000149922	6911.0	TBX6		ChroRemod	T-box
ENSG00000163508	8320.0	EOMES		ChroRemod	T-box
ENSG00000164458	6862.0	T		ChroRemod	T-box
ENSG00000164532	57057.0	TBX20		ChroRemod	T-box
ENSG00000167800	347853.0	TBX10		ChroRemod	T-box
ENSG00000174197	23269.0	MGA		ChroRemod	T-box
ENSG00000184058	6899.0	TBX1		ChroRemod	T-box
ENSG00000007866	7005.0	TEAD3		ChroRemod	TEA
ENSG00000074219	8463.0	TEAD2		ChroRemod	TEA
ENSG00000187079	7003.0	TEAD1		ChroRemod	TEA
ENSG00000197905	7004.0	TEAD4		ChroRemod	TEA
ENSG00000111269	1389.0	CREBL2		ChroRemod	TF_bZIP
ENSG00000050344	9603.0	NFE2L3		ChroRemod	TF_bZIP
ENSG00000060566	84699.0	CREB3L3		ChroRemod	TF_bZIP
ENSG00000075426	2355.0	FOSL2		ChroRemod	TF_bZIP
ENSG00000082641	4779.0	NFE2L1		ChroRemod	TF_bZIP
ENSG00000095794	1390.0	CREM		ChroRemod	TF_bZIP
ENSG00000105516	1628.0	DBP		ChroRemod	TF_bZIP
ENSG00000107175	10488.0	CREB3		ChroRemod	TF_bZIP
ENSG00000108924	3131.0	HLF		ChroRemod	TF_bZIP
ENSG00000112182	60468.0	BACH2		ChroRemod	TF_bZIP
ENSG00000115966	1386.0	ATF2		ChroRemod	TF_bZIP
ENSG00000116044	4780.0	NFE2L2		ChroRemod	TF_bZIP
ENSG00000118217	22926.0	ATF6		ChroRemod	TF_bZIP
ENSG00000118260	1385.0	CREB1		ChroRemod	TF_bZIP
ENSG00000123268	466.0	ATF1		ChroRemod	TF_bZIP
ENSG00000123405	4778.0	NFE2		ChroRemod	TF_bZIP
ENSG00000125740	2354.0	FOSB		ChroRemod	TF_bZIP
ENSG00000128272	468.0	ATF4		ChroRemod	TF_bZIP
ENSG00000129535	4901.0	NRL		ChroRemod	TF_bZIP
ENSG00000130522	3727.0	JUND		ChroRemod	TF_bZIP
ENSG00000137504				ChroRemod	TF_bZIP
ENSG00000140044	122953.0	JDP2		ChroRemod	TF_bZIP
ENSG00000143578	148327.0	CREB3L4		ChroRemod	TF_bZIP
ENSG00000156127	10538.0	BATF		ChroRemod	TF_bZIP
ENSG00000156273	571.0	BACH1		ChroRemod	TF_bZIP
ENSG00000157613	90993.0	CREB3L1		ChroRemod	TF_bZIP
ENSG00000165030	4783.0	NFIL3		ChroRemod	TF_bZIP
ENSG00000167074	7008.0	TEF		ChroRemod	TF_bZIP
ENSG00000168062	116071.0	BATF2		ChroRemod	TF_bZIP
ENSG00000168468				ChroRemod	TF_bZIP
ENSG00000169136	22809.0	ATF5		ChroRemod	TF_bZIP
ENSG00000170345	2353.0	FOS		ChroRemod	TF_bZIP
ENSG00000171223	3726.0	JUNB		ChroRemod	TF_bZIP
ENSG00000175197	1649.0	DDIT3		ChroRemod	TF_bZIP
ENSG00000175592	8061.0	FOSL1		ChroRemod	TF_bZIP
ENSG00000177606	3725.0	JUN		ChroRemod	TF_bZIP
ENSG00000178573	4094.0	MAF		ChroRemod	TF_bZIP
ENSG00000182158	64764.0	CREB3L2		ChroRemod	TF_bZIP
ENSG00000182759	389692.0	MAFA		ChroRemod	TF_bZIP
ENSG00000185022	23764.0	MAFF		ChroRemod	TF_bZIP
ENSG00000197063	4097.0	MAFG		ChroRemod	TF_bZIP
ENSG00000198517	7975.0	MAFK		ChroRemod	TF_bZIP
ENSG00000204103	9935.0	MAFB		ChroRemod	TF_bZIP
ENSG00000213676	1388.0	ATF6B		ChroRemod	TF_bZIP
ENSG00000228628				ChroRemod	TF_bZIP
ENSG00000234539				ChroRemod	TF_bZIP
ENSG00000105392	1406.0	CRX		ChroRemod	TF_Otx
ENSG00000115507	5013.0	OTX1		ChroRemod	TF_Otx
ENSG00000165588	5015.0	OTX2		ChroRemod	TF_Otx
ENSG00000041988	90326.0	THAP3		ChroRemod	THAP
ENSG00000129028	56906.0	THAP10		ChroRemod	THAP
ENSG00000131931	55145.0	THAP1		ChroRemod	THAP
ENSG00000137492	5612.0	PRKRIR		ChroRemod	THAP
ENSG00000161277	199745.0	THAP8		ChroRemod	THAP
ENSG00000168152	79725.0	THAP9		ChroRemod	THAP
ENSG00000168286	57215.0	THAP11		ChroRemod	THAP
ENSG00000173451	83591.0	THAP2		ChroRemod	THAP
ENSG00000174796	152815.0	THAP6		ChroRemod	THAP
ENSG00000176946	51078.0	THAP4		ChroRemod	THAP
ENSG00000177683	168451.0	THAP5		ChroRemod	THAP
ENSG00000184436	80764.0	THAP7		ChroRemod	THAP
ENSG00000012504	9971.0	NR1H4		ChroRemod	Thyroid hormone receptor
ENSG00000031544	10002.0	NR2E3		ChroRemod	Thyroid hormone receptor
ENSG00000077092	5915.0	RARB		ChroRemod	Thyroid hormone receptor
ENSG00000101076	3172.0	HNF4A		ChroRemod	Thyroid hormone receptor
ENSG00000111424	7421.0	VDR		ChroRemod	Thyroid hormone receptor
ENSG00000119715	2103.0	ESRRB		ChroRemod	Thyroid hormone receptor
ENSG00000126351	7067.0	THRA		ChroRemod	Thyroid hormone receptor
ENSG00000126368	9572.0	NR1D1		ChroRemod	Thyroid hormone receptor
ENSG00000131759	5914.0	RARA		ChroRemod	Thyroid hormone receptor
ENSG00000140009	2100.0	ESR2		ChroRemod	Thyroid hormone receptor
ENSG00000143171				ChroRemod	Thyroid hormone receptor
ENSG00000143257	9970.0	NR1I3		ChroRemod	Thyroid hormone receptor
ENSG00000144852	8856.0	NR1I2		ChroRemod	Thyroid hormone receptor
ENSG00000151090	7068.0	THRB		ChroRemod	Thyroid hormone receptor
ENSG00000151623	4306.0	NR3C2		ChroRemod	Thyroid hormone receptor
ENSG00000164749	3174.0	HNF4G		ChroRemod	Thyroid hormone receptor
ENSG00000172819	5916.0	RARG		ChroRemod	Thyroid hormone receptor
ENSG00000186350	6256.0	RXRA		ChroRemod	Thyroid hormone receptor
ENSG00000196482	2104.0	ESRRG		ChroRemod	Thyroid hormone receptor
ENSG00000204231	6257.0	RXRB		ChroRemod	Thyroid hormone receptor
ENSG00000206289				ChroRemod	Thyroid hormone receptor
ENSG00000227322				ChroRemod	Thyroid hormone receptor
ENSG00000228333				ChroRemod	Thyroid hormone receptor
ENSG00000231321				ChroRemod	Thyroid hormone receptor
ENSG00000235712				ChroRemod	Thyroid hormone receptor
ENSG00000102804	8848.0	TSC22D1		ChroRemod	TSC22
ENSG00000157514	1831.0	TSC22D3		ChroRemod	TSC22
ENSG00000166925	81628.0	TSC22D4		ChroRemod	TSC22
ENSG00000196428	9819.0	TSC22D2		ChroRemod	TSC22
ENSG00000078246	7289.0	TULP3		ChroRemod	Tub
ENSG00000104804	7288.0	TULP2		ChroRemod	Tub
ENSG00000112041	7287.0	TULP1		ChroRemod	Tub
ENSG00000130338	56995.0	TULP4		ChroRemod	Tub
ENSG00000166402	7275.0	TUB		ChroRemod	Tub
ENSG00000177485	10009.0	ZBTB33		ChroRemod	ZBTB
ENSG00000011590	27033.0	ZBTB32		ChroRemod	ZBTB
ENSG00000066422	27107.0	ZBTB11		ChroRemod	ZBTB
ENSG00000085274	55892.0	MYNN		ChroRemod	ZBTB
ENSG00000089775	7597.0	ZBTB25		ChroRemod	ZBTB
ENSG00000100105	23598.0	PATZ1		ChroRemod	ZBTB
ENSG00000109906	7704.0	ZBTB16		ChroRemod	ZBTB
ENSG00000112365	9841.0	ZBTB24		ChroRemod	ZBTB
ENSG00000113916	604.0	BCL6		ChroRemod	ZBTB
ENSG00000114853	92999.0	ZBTB47		ChroRemod	ZBTB
ENSG00000116809	7709.0	ZBTB17		ChroRemod	ZBTB
ENSG00000119574	84878.0	ZBTB45		ChroRemod	ZBTB
ENSG00000125812	64412.0	GZF1		ChroRemod	ZBTB
ENSG00000126804	22890.0	ZBTB1		ChroRemod	ZBTB
ENSG00000130584	140685.0	ZBTB46		ChroRemod	ZBTB
ENSG00000160062	653121.0	ZBTB8A		ChroRemod	ZBTB
ENSG00000160685	51043.0	ZBTB7B		ChroRemod	ZBTB
ENSG00000161940	255877.0	BCL6B		ChroRemod	ZBTB
ENSG00000168826	166793.0	ZBTB49		ChroRemod	ZBTB
ENSG00000169155	23099.0	ZBTB43		ChroRemod	ZBTB
ENSG00000169635	23119.0	HIC2		ChroRemod	ZBTB
ENSG00000171448	57684.0	ZBTB26		ChroRemod	ZBTB
ENSG00000172262	7690.0	ZNF131		ChroRemod	ZBTB
ENSG00000173276	49854.0	ZNF295		ChroRemod	ZBTB
ENSG00000174282	57659.0	ZBTB4		ChroRemod	ZBTB
ENSG00000177125	403341.0	ZBTB34		ChroRemod	ZBTB
ENSG00000177311	253461.0	ZBTB38		ChroRemod	ZBTB
ENSG00000177374	3090.0	HIC1		ChroRemod	ZBTB
ENSG00000177888	360023.0	ZBTB41		ChroRemod	ZBTB
ENSG00000178951	51341.0	ZBTB7A		ChroRemod	ZBTB
ENSG00000179456	10472.0	ZNF238		ChroRemod	ZBTB
ENSG00000179627	100128927.0	ZBTB42		ChroRemod	ZBTB
ENSG00000181472	57621.0	ZBTB2		ChroRemod	ZBTB
ENSG00000181722	26137.0	ZBTB20		ChroRemod	ZBTB
ENSG00000184677	9923.0	ZBTB40		ChroRemod	ZBTB
ENSG00000184828	201501.0	ZBTB7C		ChroRemod	ZBTB
ENSG00000185278	84614.0	ZBTB37		ChroRemod	ZBTB
ENSG00000185670	79842.0	ZBTB3		ChroRemod	ZBTB
ENSG00000186130	10773.0	ZBTB6		ChroRemod	ZBTB
ENSG00000196323	29068.0	ZBTB44		ChroRemod	ZBTB
ENSG00000198081	7541.0	ZFP161		ChroRemod	ZBTB
ENSG00000204366	221527.0	ZBTB12		ChroRemod	ZBTB
ENSG00000204859	3104.0	ZBTB48		ChroRemod	ZBTB
ENSG00000205189	65986.0	ZBTB10		ChroRemod	ZBTB
ENSG00000206366				ChroRemod	ZBTB
ENSG00000234196				ChroRemod	ZBTB
ENSG00000234852				ChroRemod	ZBTB
ENSG00000237900				ChroRemod	ZBTB
ENSG00000100426	9889.0	ZBED4		ChroRemod	zf-BED
ENSG00000132846	84327.0	ZBED3		ChroRemod	zf-BED
ENSG00000177494	79413.0	ZBED2		ChroRemod	zf-BED
ENSG00000188070	65998.0	C11orf95		ChroRemod	zf-BED
ENSG00000214717	9189.0	ZBED1		ChroRemod	zf-BED
ENSG00000095574	64376.0	IKZF5		ChroRemod	zf-C2H2
ENSG00000102984	55565.0	ZNF821		ChroRemod	zf-C2H2
ENSG00000112200	26036.0	ZNF451		ChroRemod	zf-C2H2
ENSG00000005801	7748.0	ZNF195		ChroRemod	zf-C2H2
ENSG00000005889	7543.0	ZFX		ChroRemod	zf-C2H2
ENSG00000006194	10127.0	ZNF263		ChroRemod	zf-C2H2
ENSG00000010539	7752.0	ZNF200		ChroRemod	zf-C2H2
ENSG00000010818	3097.0	HIVEP2		ChroRemod	zf-C2H2
ENSG00000011451	58525.0	WIZ		ChroRemod	zf-C2H2
ENSG00000018869	147948.0	ZNF582		ChroRemod	zf-C2H2
ENSG00000019549	6591.0	SNAI2		ChroRemod	zf-C2H2
ENSG00000020256	55734.0	ZFP64		ChroRemod	zf-C2H2
ENSG00000030419	22807.0	IKZF2		ChroRemod	zf-C2H2
ENSG00000043355	7546.0	ZIC2		ChroRemod	zf-C2H2
ENSG00000048405	168850.0	ZNF800		ChroRemod	zf-C2H2
ENSG00000057657	639.0	PRDM1		ChroRemod	zf-C2H2
ENSG00000061455	93166.0	PRDM6		ChroRemod	zf-C2H2
